texto,categoria
acción de tutela interno,Juridico
documento asociado a registro documental interno,Administrativo
solicitud relacionada con reporte contable mensual,Financiero
matrícula académica ordinaria confidencial,Academico
solicitud relacionada con solicitud administrativa interna,Administrativo
oficial solicitud administrativa interna,Administrativo
interno balance general financiero,Financiero
proceso correspondiente a factura de pago institucional,Financiero
documento asociado a contrato de prestación de servicios,Juridico
solicitud relacionada con reporte de gestión administrativa,Administrativo
se requiere acción de tutela,Juridico
proceso correspondiente a acta de grado universitario,Academico
proceso disciplinario urgente,Juridico
se requiere proceso disciplinario,Juridico
solicitud relacionada con cancelación de semestre académico,Academico
se requiere solicitud de homologación de materias,Academico
confidencial factura de pago institucional,Financiero
se requiere memorando administrativo interno,Administrativo
se requiere concepto jurídico institucional,Juridico
se requiere solicitud administrativa interna,Administrativo
proceso correspondiente a solicitud de presupuesto anual,Financiero
urgente estado financiero trimestral,Financiero
proceso correspondiente a reporte de nómina,Talento_Humano
se requiere evaluación de desempeño,Talento_Humano
solicitud relacionada con informe de tesorería,Financiero
notificación judicial externo,Juridico
proceso correspondiente a acta de grado universitario,Academico
se requiere solicitud de homologación de materias,Academico
solicitud relacionada con derecho de petición,Juridico
proceso correspondiente a plan operativo institucional,Administrativo
solicitud relacionada con solicitud de presupuesto anual,Financiero
certificado de estudios confidencial,Academico
proceso correspondiente a contrato laboral,Talento_Humano
solicitud relacionada con solicitud administrativa interna,Administrativo
solicitud relacionada con acta de comité institucional,Administrativo
oficial circular administrativa general,Administrativo
proceso disciplinario interno,Juridico
demanda administrativa general,Juridico
documento asociado a acta de grado universitario,Academico
documento asociado a control de cartera vencida,Financiero
solicitud relacionada con contrato de prestación de servicios,Juridico
factura de pago institucional prioritario,Financiero
urgente comunicado organizacional,Administrativo
factura de pago institucional externo,Financiero
solicitud relacionada con demanda administrativa,Juridico
proceso correspondiente a acta de grado universitario,Academico
proceso de selección confidencial,Talento_Humano
documento asociado a acta de reunión administrativa,Administrativo
solicitud relacionada con evaluación de desempeño,Talento_Humano
solicitud relacionada con control de inventario,Administrativo
documento asociado a demanda administrativa,Juridico
documento asociado a memorando administrativo interno,Administrativo
se requiere incapacidad médica laboral,Talento_Humano
solicitud relacionada con registro documental interno,Administrativo
se requiere documento legal contractual,Juridico
proceso correspondiente a solicitud de vacaciones,Talento_Humano
solicitud relacionada con contrato laboral,Talento_Humano
informe de tesorería externo,Financiero
solicitud relacionada con solicitud de homologación de materias,Academico
proceso de selección oficial,Talento_Humano
solicitud de certificado académico interno,Academico
control de cartera vencida urgente,Financiero
documento asociado a comprobante de egreso,Financiero
confidencial reporte de ingresos económicos,Financiero
solicitud relacionada con proceso disciplinario,Juridico
solicitud relacionada con matrícula académica ordinaria,Academico
proceso correspondiente a acta de comité institucional,Administrativo
proceso correspondiente a concepto jurídico institucional,Juridico
se requiere contrato de prestación de servicios,Juridico
oficial circular administrativa general,Administrativo
solicitud relacionada con evaluación de desempeño,Talento_Humano
prioritario registro documental interno,Administrativo
proceso correspondiente a proceso de selección,Talento_Humano
solicitud relacionada con hoja de vida institucional,Talento_Humano
documento asociado a reporte de gestión administrativa,Administrativo
general registro de calificaciones,Academico
se requiere certificado de estudios,Academico
se requiere orden de pago administrativa,Financiero
solicitud relacionada con matrícula académica ordinaria,Academico
se requiere comunicado organizacional,Administrativo
registro de calificaciones prioritario,Academico
certificado de estudios externo,Academico
confidencial acción de tutela,Juridico
registro documental interno prioritario,Administrativo
comprobante de egreso urgente,Financiero
se requiere demanda administrativa,Juridico
proceso correspondiente a informe de tesorería,Financiero
se requiere control de inventario,Administrativo
documento asociado a comprobante de egreso,Financiero
proceso correspondiente a incapacidad médica laboral,Talento_Humano
documento asociado a reporte de nómina,Talento_Humano
solicitud relacionada con comprobante de egreso,Financiero
proceso correspondiente a solicitud administrativa interna,Administrativo
se requiere solicitud de presupuesto anual,Financiero
proceso correspondiente a acta de reunión administrativa,Administrativo
proceso correspondiente a reporte de notas semestrales,Academico
se requiere certificación laboral,Talento_Humano
solicitud de permisos laborales interno,Talento_Humano
se requiere plan operativo institucional,Administrativo
solicitud relacionada con plan operativo institucional,Administrativo
documento asociado a plan operativo institucional,Administrativo
certificación laboral prioritario,Talento_Humano
solicitud relacionada con incapacidad médica laboral,Talento_Humano
informe de tesorería externo,Financiero
proceso correspondiente a acta de reunión administrativa,Administrativo
documento asociado a afiliación de seguridad social,Talento_Humano
se requiere incapacidad médica laboral,Talento_Humano
contrato de prestación de servicios institucional,Juridico
solicitud de paz y salvo institucional,Academico
proceso correspondiente a informe de tesorería,Financiero
control de inventario institucional,Administrativo
